Ax,Ay,Az,Gx,Gy,Gz,Unnamed: 69
0.42223,-14.152,-3.5549,-1.6729,0.26756,0.27245,0.0
1.6753,-13.443,-2.4925,-2.536,0.46701,0.57879,0.0
3.4187,-14.029,-2.4517,-3.1148,0.33964,0.94134,0.0
5.4754,-15.677,-0.34051,-3.2034,0.32284,1.2266,0.0
8.2948,-13.729,5.4618,-2.474,0.5003,0.89217,0.0
6.674,-12.149,1.362,-1.8341,-0.56474,1.0012,0.0
3.8001,-11.863,-1.2667,-1.7541,-0.89125,1.2666,0.0
1.757,-12.49,-2.3972,-1.6325,-0.73487,1.4438,0.0
-0.10896,-12.694,0.96704,-1.2422,-1.6646,1.4294,0.0
-1.185,-11.931,2.0567,-0.91233,0.21961,1.4948,0.0
0.95342,-9.4253,2.3836,-1.4135,1.6444,1.3824,0.0
2.0294,-8.6625,3.3097,-1.6047,2.1845,1.3244,0.0
2.6423,-7.4503,3.5413,-1.5724,2.4771,1.427,0.0
2.5061,-6.6059,3.1191,-1.4474,2.2006,1.3754,0.0
2.547,-4.5764,2.9011,-1.4239,2.4386,1.1655,0.0
3.1599,-3.5004,2.7922,-1.3234,2.4477,0.66432,0.0
4.2904,-3.0101,2.8058,-0.74067,2.3769,0.55497,0.0
4.9987,-2.547,1.866,0.27733,1.8796,0.47495,0.0
5.4481,-2.4517,1.2667,0.66065,1.5235,0.42638,0.0
5.3528,-2.6696,0.96704,1.4985,0.8152,0.25045,0.0
6.3743,-6.2245,-1.5119,2.8509,-0.26817,-0.39554,0.0
5.1894,-9.8884,-4.3177,3.4471,-0.89797,-0.84483,0.0
1.4165,-16.235,-10.161,3.0635,-1.1973,-0.90316,0.0
-8.2539,-19.545,-16.44,-0.32651,0.65088,0.45754,0.0
-1.2803,-9.3163,-5.775,-2.1686,1.3173,0.56291,0.0
0.47671,-3.2961,-3.4459,-1.4624,0.27947,0.45845,0.0
4.2904,0.64016,-0.96704,-0.058948,-0.98624,-0.014966,0.0
8.1177,-12.095,10.447,1.4679,-2.0837,-0.79107,0.0
7.7772,-16.426,9.7658,1.336,-1.3867,-0.84147,0.0
3.0101,-14.165,2.152,1.1154,-0.69852,-0.23335,0.0
-2.1112,-10.964,-4.7807,0.72113,-0.66126,0.2474,0.0
2.4108,-7.4503,-2.9965,0.10629,-0.73518,0.30177,0.0
5.7205,-5.8704,7.3141,1.5879,-1.3729,0.020769,0.0
5.7069,-7.7364,8.6081,2.4465,-3.3595,-0.35216,0.0
5.094,-9.4798,7.2188,1.8534,-3.0775,-0.75839,0.0
2.6015,-12.258,2.2746,1.3592,-1.7419,-0.76847,0.0
-0.16344,-11.25,-5.1894,1.3241,1.8958,-0.67653,0.0
0.58567,-9.1529,-3.0918,1.4572,0.20678,-0.41417,0.0
1.0215,-8.3765,1.1032,1.4875,-0.9389,-0.24251,0.0
2.9965,-7.5048,4.4402,1.5009,-1.5794,-0.32742,0.0
2.7649,-9.2074,1.0351,1.5718,-1.1887,-0.7477,0.0
0.88532,-10.215,-0.8036,1.3347,-1.1509,-0.85002,0.0
-0.61292,-10.161,-1.9886,1.223,-1.1451,-0.77519,0.0
-0.14982,-9.6704,-1.5119,0.93004,-1.1832,-0.62339,0.0
0.32689,-9.2891,-0.49033,0.67684,-0.62827,-0.71746,0.0
-0.57205,-9.9429,1.4438,0.7199,0.043371,-0.78924,0.0
-1.1441,-10.855,1.0624,0.80207,-0.040623,-0.70708,0.0
0.99429,-11.414,0.040861,0.77488,0.014966,-0.66706,0.0
2.6968,-12.381,-1.8932,0.69119,0.3766,-0.78282,0.0
1.866,-12.572,-0.99429,0.41569,0.30849,-0.76389,0.0
1.2803,-12.98,-0.054481,0.013439,-0.51435,-0.55986,0.0
0.44947,-12.762,0.21793,-0.21686,-0.72632,-0.51832,0.0
-1.7025,-14.397,-2.3972,-0.66187,0.11484,-0.37507,0.0
-1.2122,-15.255,-3.5958,-0.8769,0.12034,0.094379,0.0
0.54481,-13.77,-3.5685,-1.697,0.1576,0.49083,0.0
2.1793,-12.898,-3.9363,-2.5611,0.4105,0.73701,0.0
3.9908,-13.539,-2.8603,-3.2409,0.33353,1.0559,0.0
6.1836,-14.478,1.6072,-3.331,0.61025,1.0205,0.0
8.6898,-14.206,5.2575,-2.8482,0.6524,0.82803,0.0
8.6898,-14.206,5.2575,-2.0513,-0.613,0.8882,0.0
3.9635,-11.169,-2.8467,-1.868,-1.1106,1.1356,0.0
2.3018,-12.136,-1.58,-1.7324,-0.87965,1.3192,0.0
1.4165,-12.967,-0.12258,-1.5207,-1.8659,1.3387,0.0
-1.5527,-11.237,0.44947,-0.64507,-0.57941,1.5806,0.0
-0.58567,-10.406,0.96704,-1.1533,0.66096,1.5577,0.0
1.7162,-8.1858,2.438,-1.8405,1.8891,1.2321,0.0
2.4517,-6.6195,3.2961,-1.9322,2.7495,1.2492,0.0
2.1793,-4.8216,2.5742,-1.7654,2.4529,0.99938,0.0
2.6832,-4.4266,2.4789,-1.4294,2.4334,0.80084,0.0
4.3585,-2.2201,2.4244,-0.83902,1.9035,0.48075,0.0
4.6309,-2.0158,2.5198,-0.28802,1.7361,0.36408,0.0
4.5764,-1.7706,1.9613,0.33567,1.5696,0.29871,0.0
5.0804,-2.2474,0.83084,1.1994,1.3069,0.22999,0.0
5.7069,-3.4459,0.19068,2.6563,0.14325,-0.16524,0.0
7.6002,-6.0611,-3.8546,2.9722,-0.30329,-0.41325,0.0
2.2201,-14.928,-9.2755,3.3494,-0.95448,-0.87904,0.0
-2.8058,-19.314,-18.319,2.313,-1.0895,-0.63774,0.0
-5.6388,-19.532,-18.292,-2.6331,2.3078,0.29596,0.0
0.40861,-4.1133,-3.0646,-1.5311,0.88087,0.44746,0.0
4.4811,-0.38137,-1.7979,-0.73518,-0.45632,0.21991,0.0
6.5105,-11.073,6.9872,0.52046,-1.2147,-0.53695,0.0
8.0224,-15.445,9.2618,1.762,-1.8033,-0.94806,0.0
-0.23155,-15.541,-1.2667,1.3714,-1.7394,-0.68295,0.0
-2.7649,-10.12,1.5527,0.45632,-1.2947,0.26084,0.0
0.8036,-4.8897,0.28603,0.60812,-1.4813,0.63011,0.0
6.0066,-4.0861,-3.8954,0.956,-0.70952,0.20647,0.0
5.6661,-6.8102,8.0632,1.6081,-2.2174,-0.65515,0.0
4.6445,-10.46,8.3629,2.1649,-3.1102,-0.77397,0.0
4.6445,-10.46,8.3629,2.4639,-3.3234,-1.0046,0.0
-0.24517,-12.231,-1.076,1.3097,1.733,-0.69211,0.0
-0.32689,-10.12,-5.2166,1.6072,1.5953,-0.56261,0.0
0.12258,-8.7987,-2.4108,1.4679,-0.44838,-0.25168,0.0
3.051,-7.0417,4.2223,1.5754,-1.1664,-0.21777,0.0
3.6775,-7.8589,3.7728,1.6842,-1.2886,-0.57391,0.0
2.4517,-9.3844,0.36775,1.3387,-1.0724,-0.84025,0.0
-0.8036,-10.556,-1.1986,1.1689,-1.0107,-0.78191,0.0
-1.0624,-10.025,-2.3291,1.011,-1.0067,-0.61514,0.0
1.0488,-9.3163,-0.68102,0.80329,-1.1246,-0.54642,0.0
1.3893,-9.9837,1.4029,0.60567,-0.69211,-0.73243,0.0
0.64016,-10.678,1.7434,0.59223,0.034208,-0.94776,0.0
0.14982,-11.645,1.4029,0.76602,0.17501,-0.95142,0.0
1.3757,-11.727,-1.4438,0.7871,0.25687,-0.96639,0.0
0.7355,-11.822,-2.6968,0.62094,0.55986,-0.97952,0.0
0.89894,-12.381,-0.7355,0.2584,0.11301,-0.7028,0.0
0.77636,-11.863,-0.21793,-0.18051,-0.59651,-0.44776,0.0
-0.31327,-12.572,-2.2065,-0.69791,-0.2868,-0.43585,0.0
-0.95342,-16.249,-3.8682,-1.0864,0.48778,-0.17807,0.0
0.95342,-14.86,-3.6366,-1.5742,0.24343,0.40928,0.0
1.0624,-13.579,-3.1599,-2.416,0.35247,0.68111,0.0
4.3177,-14.029,-0.95342,-3.2202,0.22266,1.1029,0.0
6.1019,-14.506,3.5413,-3.0775,0.50885,1.1469,0.0
7.6274,-14.478,5.0668,-2.4435,0.28588,0.92118,0.0
5.8023,-11.836,0.20431,-1.7755,-0.59773,0.99113,0.0
3.2144,-11.25,-2.3699,-1.7095,-0.77702,1.3219,0.0
1.58,-11.891,-2.1248,-1.6545,-0.69028,1.4569,0.0
0.068102,-12.258,0.8036,-1.1191,-1.9581,1.4441,0.0
-0.92618,-12.054,2.6832,-0.79077,-1.5223,1.5488,0.0
0.88532,-9.3436,1.3484,-1.3182,1.4331,1.4954,0.0
1.4982,-8.8532,2.4789,-1.4532,2.0568,1.3244,0.0
2.5742,-7.4503,2.6015,-1.2984,2.525,1.4117,0.0
2.547,-5.6797,2.5606,-1.5278,2.5583,1.2926,0.0
3.1599,-4.7807,2.6968,-1.4471,2.4865,1.0357,0.0
3.8137,-3.8682,2.5198,-1.1912,2.4703,0.72052,0.0
4.9578,-3.1054,2.4925,-0.36591,1.9939,0.53267,0.0
4.699,-2.7649,1.866,0.21625,1.8045,0.50702,0.0
4.6173,-2.6423,1.5663,0.53756,1.6335,0.43891,0.0
5.2575,-3.1599,0.17706,1.7181,1.1234,0.13531,0.0
6.0202,-4.9987,-1.6889,2.5452,0.62217,-0.37843,0.0
5.1485,-8.1586,-5.8431,3.0705,-0.18601,-0.92088,0.0
-0.8036,-18.864,-17.121,2.583,-0.76847,-0.98838,0.0
-5.5435,-19.504,-18.469,-2.0806,2.4826,0.17104,0.0
-1.3076,-17.284,-2.3427,-2.4871,2.0061,0.34728,0.0
5.5162,-1.6753,-0.17706,-1.8986,0.759,0.49266,0.0
8.322,-2.3972,-0.55843,-0.82711,-0.27092,0.10476,0.0
7.9951,-11.414,5.3937,1.1322,-1.1979,-0.92699,0.0
3.1599,-16.045,2.8467,0.97311,-1.5656,-0.64691,0.0
-1.2803,-9.8748,2.0567,0.094684,-1.9731,0.3262,0.0
-0.46309,-5.2575,1.8387,1.4945,-1.8479,0.73854,0.0
5.2302,-5.4481,0.081722,1.514,-1.7565,0.039706,0.0
3.9771,-8.7987,7.3822,1.8247,-2.9422,-0.71074,0.0
3.732,-10.188,8.8396,2.2058,-2.6615,-0.91752,0.0
2.3563,-12.626,3.7047,1.4364,-1.6823,-1.1298,0.0
-0.77636,-12.149,-2.0839,1.1631,0.62858,-0.63225,0.0
-0.40861,-10.229,-3.2144,1.5467,0.92516,-0.39523,0.0
0.65378,-8.6625,-1.0896,1.503,-0.94409,-0.077274,0.0
3.0101,-7.5729,3.3097,1.3766,-0.87598,-0.20739,0.0
3.8546,-7.8045,2.9556,1.4337,-0.63377,-0.61636,0.0
1.7162,-9.8066,-0.01362,1.4212,-1.077,-0.82192,0.0
-0.095342,-10.243,-1.0215,1.3357,-1.0907,-0.81337,0.0
-0.39499,-10.052,-1.58,1.0409,-1.1982,-0.66798,0.0
0.12258,-9.8339,-0.62654,0.85857,-1.0476,-0.64966,0.0
0.6674,-9.6841,0.47671,0.76114,-0.75686,-0.72143,0.0
0.068102,-10.447,1.3484,0.70127,-0.085827,-0.85521,0.0
-0.38137,-11.019,1.7025,0.77,0.046731,-0.79412,0.0
1.757,-12.163,-1.6344,0.76938,0.3036,-0.75839,0.0
1.4029,-12.054,-3.3097,0.71868,0.45051,-0.82986,0.0
0.32689,-12.068,-1.471,0.30146,0.072388,-0.72876,0.0
1.1169,-12.558,0.69464,-0.17929,-0.5174,-0.54489,0.0
-0.027241,-13.116,-0.53119,-0.52565,-0.26786,-0.49938,0.0
-0.85808,-14.261,-2.8058,-0.65179,0.21716,-0.24221,0.0
0.89894,-13.457,-3.623,-1.1075,0.034208,0.25107,0.0
1.5391,-13.239,-4.1951,-1.8845,0.095295,0.60506,0.0
1.866,-11.986,-4.4947,-2.6951,0.30329,0.7025,0.0
4.4402,-13.743,1.7025,-3.2861,0.10904,1.1087,0.0
6.3198,-14.478,5.203,-2.9896,0.64599,0.9951,0.0
7.8998,-14.547,5.2575,-2.6386,0.4496,0.93707,0.0
5.6661,-12.599,-0.6674,-1.7691,-0.92974,1.0815,0.0
2.9829,-12.081,-3.3506,-1.7691,-0.88973,1.2798,0.0
2.1112,-12.544,-2.4108,-1.569,-0.88026,1.5036,0.0
-0.34051,-12.408,2.6015,-1.2908,-1.7083,1.4163,0.0
-1.1713,-11.577,2.0567,-0.39187,0.30268,1.7416,0.0
0.44947,-9.8203,1.1577,-1.0705,0.9276,1.5782,0.0
2.9965,-7.8589,2.1656,-1.405,1.7159,1.4035,0.0
2.6423,-7.2869,3.2825,-1.5574,2.6475,1.4575,0.0
2.2882,-6.674,2.7649,-1.5485,2.6652,1.2624,0.0
2.8603,-3.8137,2.3291,-1.3326,2.5052,0.92241,0.0
4.2904,-2.9556,2.1793,-0.92913,2.1988,0.55405,0.0
4.7671,-2.4789,2.4244,-0.46029,2.0983,0.42822,0.0
5.1485,-1.6072,1.6208,0.17593,1.7465,0.2978,0.0
4.9987,-2.2337,0.74912,1.0159,1.0171,0.1347,0.0
5.2166,-2.942,0.040861,2.3925,0.51221,-0.24251,0.0
6.1292,-8.1858,-4.7263,2.7507,0.27214,-0.5171,0.0
2.2201,-14.083,-8.9622,3.0595,-0.70188,-1.0794,0.0
-2.2474,-19.232,-18.02,1.4523,-1.0067,-0.46151,0.0
-6.5786,-19.504,-19.109,-2.375,2.3039,0.3317,0.0
0.095342,-6.5378,-2.7649,-2.361,1.7514,0.60048,0.0
3.3915,0.8036,-0.36775,-1.5186,0.65821,0.37935,0.0
4.1951,-6.1973,4.0589,0.14447,-0.79321,-0.56383,0.0
7.246,-13.797,9.221,2.0122,-1.7382,-0.90378,0.0
7.6138,-18.51,6.7421,1.9636,-1.8845,-0.76267,0.0
1.0624,-16.086,-2.438,1.2581,-1.5681,-0.17654,0.0
-2.1248,-8.4991,-0.01362,0.29627,-1.46,0.56016,0.0
5.993,-4.808,-1.5119,0.43005,-1.2892,0.37965,0.0
6.8647,-4.9306,3.6094,1.3042,-0.76908,-0.31643,0.0
3.6639,-9.4389,8.7306,2.3879,-2.3723,-0.57635,0.0
2.7786,-11.305,7.0281,2.19,-2.7837,-0.91172,0.0
1.8387,-13.484,-0.76274,1.1332,-0.80023,-0.59895,0.0
0.77636,-10.202,-5.2438,1.4288,0.87629,-0.44868,0.0
1.4438,-9.0984,-3.1599,1.5507,0.18815,-0.29688,0.0
2.0839,-8.0905,1.471,1.1909,-0.67745,-0.18326,0.0
4.2087,-7.3822,3.051,1.4474,-1.0757,-0.43768,0.0
1.4438,-8.8668,1.3484,1.4053,-1.0702,-0.80084,0.0
-1.7298,-10.678,-0.054481,1.3106,-1.102,-0.80665,0.0
-1.7162,-10.365,-1.0215,1.1805,-1.0562,-0.61911,0.0
-0.77636,-10.065,-1.6072,0.86315,-0.94348,-0.44288,0.0
1.5527,-9.3027,-1.6072,0.79657,-0.76389,-0.48258,0.0
1.4165,-9.6841,1.0624,0.64782,-0.088575,-0.70158,0.0
0.21793,-10.651,1.4165,0.75136,0.21564,-0.81581,0.0
1.471,-11.959,-0.19068,0.83444,0.028405,-0.78221,0.0
2.0703,-12.217,-1.4574,0.82772,0.10873,-0.85979,0.0
1.4165,-12.435,-2.0158,0.53573,0.37599,-0.91263,0.0
0.9398,-12.803,0.054481,0.19151,-0.10965,-0.60934,0.0
-0.64016,-12.572,0.14982,-0.45571,-0.39156,-0.47983,0.0
-1.2122,-13.539,-1.185,-0.6182,0.15516,-0.1857,0.0
0.21793,-14.71,-4.2768,-1.0085,-0.023518,0.29505,0.0
0.81722,-13.552,-4.699,-1.8082,0.13928,0.56719,0.0
0.88532,-12.49,-4.8352,-2.7196,0.32956,0.69944,0.0
4.4402,-13.757,0.98067,-3.321,0.11301,0.92974,0.0
5.5435,-14.233,3.9908,-3.2055,0.49755,1.0226,0.0
7.8045,-13.702,3.9227,-2.2666,0.0024435,0.85002,0.0
5.7614,-12.912,-0.095342,-1.8558,-0.76419,1.0119,0.0
3.2689,-12.258,-3.3506,-1.9071,-0.748,1.2144,0.0
2.7786,-12.136,-3.1191,-1.8353,-0.84269,1.3308,0.0
-0.24517,-12.681,1.7706,-1.3586,-1.5736,1.2898,0.0
-1.3757,-11.278,1.7843,-0.58368,-0.37263,1.6252,0.0
0.62654,-9.2755,1.362,-1.2843,1.0049,1.4939,0.0
2.1656,-7.6683,2.942,-1.7174,1.7404,1.2779,0.0
2.3427,-6.7421,3.7047,-1.5217,2.0843,1.3576,0.0
2.2201,-6.3879,2.9692,-1.6228,2.5797,1.3433,0.0
3.0782,-3.8818,2.547,-1.3109,2.2752,0.9615,0.0
3.9908,-2.942,2.1793,-0.85002,1.8931,0.63988,0.0
4.2223,-2.9011,2.1656,-0.3207,1.8137,0.47861,0.0
4.4402,-2.3291,1.6617,0.24587,1.7193,0.35766,0.0
4.4811,-1.9341,1.3757,1.095,1.398,0.23824,0.0
5.2847,-3.2825,0.47671,2.1756,0.72815,0.050702,0.0
6.9464,-7.1234,-2.1248,2.9199,-0.01405,-0.40928,0.0
4.6037,-11.536,-5.9657,3.2086,-0.53542,-0.91049,0.0
-0.19068,-19.355,-18.728,2.324,-0.56597,-0.71929,0.0
-4.3858,-19.572,-14.043,-2.2813,2.62,0.17165,0.0
-0.99429,-11.795,-4.3721,-1.7892,1.4053,0.44593,0.0
1.6753,-3.6094,-2.6151,-1.1292,0.037263,0.35125,0.0
6.4969,-1.7298,-1.1169,0.16005,-0.94043,-0.31398,0.0
8.2267,-12.844,9.1665,1.3619,-1.5901,-0.87873,0.0
7.3822,-17.788,7.0417,1.1836,-1.5828,-0.63255,0.0
-1.866,-9.4798,-0.20431,0.70555,-1.0629,0.29016,0.0
0.12258,-5.6116,0.68102,0.87629,-1.664,0.48045,0.0
4.7535,-4.6445,-0.99429,0.94379,-1.8937,0.36957,0.0
4.7399,-7.8453,7.927,1.4004,-1.8521,-0.40714,0.0
3.9227,-10.597,7.7636,2.3308,-2.8808,-0.78679,0.0
2.8603,-12.503,5.3528,1.7318,-1.6667,-0.97464,0.0
-0.14982,-11.727,-2.9829,1.171,0.22694,-0.54581,0.0
0.12258,-10.542,-4.699,1.5977,0.84025,-0.46181,0.0
1.0215,-8.5808,-1.1986,1.5519,-0.65454,-0.18906,0.0
3.3506,-7.4367,3.3642,1.3922,-1.0821,-0.16524,0.0
3.6503,-7.9543,2.9829,1.5113,-1.0602,-0.62369,0.0
2.2201,-9.1256,2.3563,1.3671,-1.0024,-0.8262,0.0
-1.3484,-10.992,-1.3757,1.1493,-1.2022,-0.69608,0.0
-1.1441,-10.351,-2.5061,0.87812,-1.1909,-0.50427,0.0
-0.40861,-9.7794,-2.1248,0.79901,-1.0382,-0.39156,0.0
1.0488,-9.2618,1.0896,0.59956,-0.70555,-0.49786,0.0
0.19068,-9.902,1.3076,0.49327,-0.000305,-0.71685,0.0
0.19068,-10.637,1.1986,0.70005,0.059559,-0.70188,0.0
1.2939,-10.937,0.44947,0.75533,0.055283,-0.71074,0.0
2.4108,-11.713,-1.8932,0.81398,0.34636,-0.95692,0.0
1.1986,-12.136,-1.0624,0.48381,0.54214,-0.99876,0.0
0.96704,-12.422,-0.49033,0.14783,-0.10446,-0.71105,0.0
0.19068,-12.354,0.12258,-0.27428,-0.45021,-0.50671,0.0
-0.28603,-13.511,-1.58,-0.55925,0.061087,-0.33934,0.0
0.31327,-15.064,-4.9442,-0.83047,0.034819,0.18021,0.0
0.40861,-13.457,-5.1894,-2.1188,0.21441,0.45632,0.0
0.70826,-12.503,-5.2847,-3.0012,0.2138,0.59956,0.0
1.8796,-12.572,-2.2201,-3.4651,-0.0061087,0.956,0.0
6.4152,-15.691,5.6661,-3.259,0.68661,1.0886,0.0
7.8998,-15.514,5.6524,-2.4719,0.81734,0.84849,0.0
7.1234,-14.574,3.4732,-1.9001,-0.54703,0.95661,0.0
3.1872,-11.986,-3.7728,-1.9325,-0.94684,1.1738,0.0
1.8387,-11.509,-2.261,-1.9398,-0.5339,1.3265,0.0
0.19068,-12.108,1.5391,-1.4077,-1.27,1.2956,0.0
-0.21793,-11.305,2.3563,-0.65576,-0.6576,1.408,0.0
0.36775,-10.542,0.89894,-0.87415,1.0024,1.3955,0.0
2.4108,-8.3493,2.2882,-1.4847,1.6304,1.2938,0.0
2.8603,-7.1915,3.0646,-1.5024,2.3842,1.4209,0.0
2.4108,-5.9521,3.6094,-1.5446,2.4209,1.288,0.0
2.6968,-3.6366,2.6015,-1.5275,2.5433,0.96547,0.0
4.0725,-2.6968,2.3291,-1.2639,2.3408,0.58063,0.0
4.5492,-2.4244,2.3427,-0.35522,2.1102,0.40592,0.0
4.5628,-2.4517,1.7025,0.27855,1.7318,0.34361,0.0
4.8897,-2.3836,1.3348,0.63194,1.4273,0.25534,0.0
6.2245,-4.1814,0.19068,1.9422,0.39554,-0.050396,0.0
6.3471,-6.3198,-1.4438,2.653,-0.13103,-0.47983,0.0
3.1735,-11.087,-6.4697,2.9438,-0.49175,-0.74434,0.0
-3.4323,-19.055,-18.061,1.9193,-0.51496,-0.39248,0.0
-6.2109,-19.532,-16.576,-0.78099,1.8909,0.26053,0.0
-2.5606,-8.6353,-5.4073,-1.5189,0.52779,0.39706,0.0
5.1621,-4.0044,-2.6696,-1.2953,0.083383,0.30818,0.0
5.9249,-5.0259,0.19068,0.27703,-0.91752,-0.40073,0.0
7.4503,-10.12,4.9306,0.94776,-1.4471,-0.62033,0.0
5.094,-18.565,5.6388,1.4969,-1.6704,-0.71563,0.0
-1.1032,-14.152,-1.866,0.42761,-1.5843,0.15608,0.0
-0.34051,-6.456,2.438,0.65118,-1.2941,0.66279,0.0
2.1248,-3.9635,1.5663,1.2101,-1.2233,0.56108,0.0
5.8023,-6.3062,5.3528,1.2318,-1.5232,-0.27275,0.0
4.7671,-8.1995,8.322,2.2724,-2.8173,-0.95203,0.0
1.7706,-13.498,6.279,1.6964,-1.2694,-1.0018,0.0
0.16344,-12.762,1.7979,0.82375,0.7703,-0.77794,0.0
-1.975,-11.291,-4.413,1.288,0.76664,-0.44318,0.0
1.076,-8.0905,-1.2258,1.2199,-0.19364,-0.15424,0.0
3.8273,-7.3414,2.2201,1.2239,-0.49083,-0.10293,0.0
4.0997,-8.1177,3.2144,1.5733,-0.99663,-0.39554,0.0
2.5606,-9.507,0.83084,1.3955,-1.0284,-0.89339,0.0
-0.88532,-10.433,-0.89894,1.0708,-1.1344,-0.83902,0.0
-1.1713,-10.447,-1.5255,0.96395,-1.0837,-0.69394,0.0
-0.62654,-9.8884,-1.9341,0.91477,-0.96792,-0.63591,0.0
0.58567,-9.0712,-0.23155,0.71868,-0.45968,-0.74403,0.0
0.01362,-9.8611,1.0351,0.58979,0.19945,-0.84391,0.0
-0.69464,-10.624,1.2531,0.69547,0.37171,-0.82864,0.0
1.0351,-11.468,-0.31327,0.71288,0.32376,-0.78588,0.0
2.2882,-12.149,-1.6753,0.70463,0.54764,-0.8488,0.0
2.2337,-12.83,-1.4438,0.37813,0.44013,-0.82345,0.0
1.6072,-12.572,-0.14982,-0.033903,-0.27886,-0.62492,0.0
-0.10896,-12.381,-0.14982,-0.50824,-0.3989,-0.53237,0.0
-0.69464,-13.035,-1.2803,-0.64202,-0.1741,-0.41783,0.0
-0.1362,-15.05,-3.6775,-1.0837,0.089797,0.12859,0.0
0.51757,-14.165,-3.6366,-1.8497,0.13683,0.46792,0.0
0.6674,-12.912,-3.7865,-2.6964,0.50152,0.66523,0.0
3.7728,-14.315,-0.43585,-3.1789,0.26237,1.0498,0.0
5.7886,-14.56,3.3642,-2.8998,0.76175,1.0559,0.0
7.9951,-13.443,3.2144,-2.5879,0.59346,0.99785,0.0
6.0747,-12.449,0.054481,-1.9422,-0.32376,0.98991,0.0
3.7047,-11.618,-2.5879,-1.7706,-0.51801,1.1029,0.0
2.1793,-11.85,-3.0918,-1.6078,-0.82131,1.4016,0.0
-0.83084,-12.517,1.3757,-1.2266,-1.4774,1.3937,0.0
-1.9341,-11.387,1.4982,-0.52565,-0.39767,1.6029,0.0
1.6889,-8.8668,2.3836,-1.0577,0.59071,1.573,0.0
2.9965,-7.9815,2.8875,-1.7116,2.3735,1.3677,0.0
2.6696,-6.7966,3.4051,-1.7975,2.8118,1.4004,0.0
2.6696,-6.1836,3.0918,-1.5027,2.594,1.2737,0.0
2.5334,-4.8352,2.6832,-1.471,2.4432,1.106,0.0
4.3313,-3.8954,2.438,-1.0415,2.2306,0.73701,0.0
4.7944,-3.4596,2.1248,-0.52382,2.0849,0.67317,0.0
4.7263,-3.2825,1.6344,-0.0027489,1.9404,0.63377,0.0
4.8216,-2.6423,0.76274,0.71624,1.4404,0.45907,0.0
5.1349,-2.9011,0.58567,1.5519,0.88942,0.26909,0.0
6.2517,-4.1542,-2.2474,2.4728,0.034514,-0.20739,0.0
3.2144,-11.019,-6.6467,3.1234,-0.77213,-0.85613,0.0
-0.8036,-17.38,-12.871,2.74,-0.71502,-0.84177,0.0
-3.9635,-19.314,-18.633,-1.1041,1.9138,0.0048869,0.0
-0.96704,-12.49,-7.2869,-1.7141,1.3372,0.38301,0.0
1.7979,-5.094,-3.8954,-1.3247,0.31704,0.31032,0.0
5.1213,-6.0202,1.9341,-0.29749,-0.39645,-0.12584,0.0
6.96,-10.025,6.0202,1.5992,-2.0409,-0.92332,0.0
5.4345,-17.884,6.7557,1.3659,-1.7342,-0.63622,0.0
-0.76274,-13.021,-2.4925,0.97952,-1.46,-0.25687,0.0
-1.6072,-7.4503,1.2395,0.089186,-1.186,0.43158,0.0
1.7025,-4.0725,-0.34051,1.0003,-1.0476,0.62125,0.0
5.8704,-5.9521,4.6037,1.2336,-1.9951,-0.39584,0.0
4.6582,-8.6898,8.9758,2.2639,-3.3197,-0.79382,0.0
2.3018,-13.961,5.6116,2.0849,-2.0867,-0.87934,0.0
1.7298,-12.694,3.9499,0.89156,0.13836,-0.73304,0.0
-0.70826,-10.556,-5.598,1.0269,1.1445,-0.69089,0.0
1.0351,-8.4174,-0.85808,1.5165,0.091935,-0.42394,0.0
2.6015,-7.2869,3.7047,1.3195,-0.73243,-0.30574,0.0
2.5742,-7.4503,5.8431,1.7037,-1.2801,-0.42974,0.0
2.0431,-9.6841,2.4108,1.5088,-1.1964,-0.73212,0.0
-0.35413,-10.733,-1.3757,1.1551,-0.97586,-0.8097,0.0
-1.185,-10.093,-1.7979,1.0498,-0.89767,-0.64843,0.0
0.20431,-9.2074,-0.99429,0.92302,-1.0263,-0.48228,0.0
1.6208,-9.3844,0.55843,0.66493,-0.53726,-0.66157,0.0
1.757,-10.052,0.83084,0.59223,0.0027489,-0.87842,0.0
0.8717,-11.332,0.98067,0.67714,0.15394,-0.91263,0.0
0.89894,-11.795,-0.17706,0.78557,0.26848,-0.95387,0.0
0.85808,-11.891,-2.0839,0.76572,0.47006,-0.96639,0.0
0.85808,-11.891,-2.0839,0.4725,0.38087,-0.8152,0.0
1.1986,-12.517,-0.39499,0.047342,-0.36835,-0.5342,0.0
0.068102,-12.503,-0.7355,-0.44807,-0.47495,-0.47006,0.0
-1.1032,-14.261,-4.413,-0.78557,0.12645,-0.26878,0.0
-0.50395,-14.914,-4.8352,-1.7315,0.035736,0.42333,0.0
1.3212,-13.92,-4.3177,-2.1228,0.1741,0.55986,0.0
2.656,-12.871,-2.2201,-3.2599,0.080023,0.86407,0.0
4.3994,-14.764,1.866,-3.2272,-0.0042761,1.2614,0.0
6.0066,-15.609,4.5083,-2.8048,0.60903,1.0556,0.0
7.2869,-13.593,1.4574,-1.9795,-0.24129,1.0156,0.0
4.9987,-12.054,-1.7025,-1.7263,-0.87445,1.1304,0.0
3.2008,-11.632,-3.2008,-1.7086,-0.5959,1.4416,0.0
1.4846,-12.64,-0.6674,-1.5516,-0.98135,1.4658,0.0
